CommitteeReferralComments,DeemedOn,CouncilPeriod,LegislationNumber,Subcategory,DocumentUrl,Modified,LegislationStatus,ShortTitle,Category,Id,LawNumber,CommitteeReferral,ActNumber,Deemed,IntroductionDate
,,22,B22-0094,Emergency Bill,http://lims.dccouncil.us/Download/37338/B22-0094-Introduction.pdf,2017-03-15,Under Mayoral Review,"Modifications to Contract No. CW40572 with Centric Group, LLC dba Keefe Supply Company Approval and Payment Authorization Emergency Act of 2017",Bill,37338,,Retained by the Council,,,2017-02-02
,,22,B22-0139,Congressional Review Emergency Bill,http://lims.dccouncil.us/Download/37524/B22-0139-Introduction.pdf,2017-03-15,Under Mayoral Review,The At-Risk Tenant Protection Clarifying Congressional Review Emergency Amendment Act of 2017,Bill,37524,,Retained by the Council,,,2017-03-02
,,22,PR22-0174,Emergency Declaration Resolution,,2017-03-13,Under Council Review,Contract No. DOEE-2016-C-0002 Approval Emergency Declaration Resolution of 2017,Resolution,37657,,Retained by the Council,,,2017-03-08
,,22,PR22-0175,Emergency Approval Resolution,http://lims.dccouncil.us/Download/37658/PR22-0175-Introduction.pdf,2017-03-13,Under Council Review,Contract No. DOEE-2016-C-0002 Emergency Approval Resolution of 2017,Resolution,37658,,Retained by the Council,,,2017-03-08
,2017-03-09,22,PR22-0069,Proposed Resolution,http://lims.dccouncil.us/Download/37246/PR22-0069-Introduction.pdf,2017-03-13,Deemed Approved,Medical Marijuana Pesticide Rulemaking Approval Resolution of 2017,Resolution,37246,,Committee on Health,,Approved,2017-01-13
,,22,RC22-0029,Other,http://lims.dccouncil.us/Download/37647/RC22-0029-Introduction.pdf,2017-03-10,Under Council Review,Correspondence from the Mayor - DOEE Report on Solar for All Implementation Plan,Report,37647,,,,,2017-03-10
,2017-05-15,22,PR22-0172,Proposed Resolution,,2017-03-10,Under Council Review,Board of Psychology Louis Ferguson Confirmation Resolution of 2017,Resolution,37650,,Committee on Health,,Approved,2017-03-08
,2017-03-20,22,CA22-0041,Contract,http://lims.dccouncil.us/Download/37639/CA22-0041-Introduction.pdf,2017-03-10,Deemed Approved,"Proposed contract to exercise Option Year Three (3) with Excalibur Staffing Services, LLC",Contract,37639,,Retained by the Council,,Approved,2017-03-09
,2017-05-11,22,HFA22-0004,Housing Finance Agency,http://lims.dccouncil.us/Download/37640/HFA22-0004-Introduction.pdf,2017-03-10,Under Council Review,Notification of a Proposed Revenue Bond Issuance by the District of Columbia Housing Finance Agency,Housing Finance Agency,37640,,Retained by the Council,,Approved,2017-03-10
,,22,B22-0104,Permanent Bill,http://lims.dccouncil.us/Download/37357/B22-0104-Introduction.pdf,2017-03-10,Under Council Review,Inclusionary Zoning Consistency Amendment Act of 2017,Bill,37357,,Committee of the Whole,,,2017-02-07
,,22,B22-0106,Permanent Bill,http://lims.dccouncil.us/Download/37359/B22-0106-Introduction.pdf,2017-03-10,Under Council Review,Defending Access to Women's Health Care Services Amendment Act of 2017,Bill,37359,,Committee on Health,,,2017-02-07
,,22,PR22-0072,Proposed Resolution,http://lims.dccouncil.us/Download/37257/PR22-0072-Introduction.pdf,2017-03-10,Under Council Review,Sense of the Council Regarding the Health Impacts of Heavy Backpacks Resolution of 2017,Resolution,37257,,Committee on Health,,,2017-01-10
,,22,B22-0064,Permanent Bill,http://lims.dccouncil.us/Download/37260/B22-0064-Introduction.pdf,2017-03-10,Under Council Review,Extreme Weather Protection for Animals Act of 2017,Bill,37260,,Committee on Health,,,2017-01-10
,,22,B22-0072,Permanent Bill,http://lims.dccouncil.us/Download/37273/B22-0072-Introduction.pdf,2017-03-10,Under Council Review,Save Good Food Amendment Act of 2017,Bill,37273,,Committee on Health and Committee on Finance and Revenue,,,2017-01-24
,2017-05-09,22,PR22-0093,Proposed Resolution,http://lims.dccouncil.us/Download/37336/PR22-0093-Introduction.pdf,2017-03-10,Under Council Review,Langdon Park Moratorium Zone Resolution of 2017,Resolution,37336,,Committee on Business and Economic Development,,Approved,2017-02-02
,2017-04-10,22,PR22-0059,Proposed Resolution,http://lims.dccouncil.us/Download/37155/PR22-0059-Introduction.pdf,2017-03-10,Under Council Review,Alcoholic Beverage Control Board Donald L. Isaac Sr. Confirmation Resolution of 2017,Resolution,37155,,Committee on Business and Economic Development,,Disapproved,2017-01-04
,2017-04-10,22,PR22-0053,Proposed Resolution,http://lims.dccouncil.us/Download/37149/PR22-0053-Introduction.pdf,2017-03-10,Under Council Review,Commission on Fashion Arts and Events Jason Anthony Confirmation Resolution of 2017,Resolution,37149,,Committee on Business and Economic Development,,Disapproved,2017-01-04
,2017-04-10,22,PR22-0051,Proposed Resolution,http://lims.dccouncil.us/Download/37147/PR22-0051-Introduction.pdf,2017-03-10,Under Council Review,Commission on Fashion Arts and Events Stephanie Spears Confirmation Resolution of 2017,Resolution,37147,,Committee on Business and Economic Development,,Disapproved,2017-01-04
,2017-06-15,22,PR22-0144,Proposed Resolution,http://lims.dccouncil.us/Download/37511/PR22-0144-Introduction.pdf,2017-03-10,Under Council Review,Chief of the Metropolitan Police Department Peter Newsham Confirmation Resolution of 2017,Resolution,37511,,Committee on Judiciary and Public Safety,,Approved,2017-02-28
,,22,B22-0105,Permanent Bill,http://lims.dccouncil.us/Download/37358/B22-0105-Introduction.pdf,2017-03-10,Under Council Review,First-Responders Housing Incentive Program Amendment Act of 2017,Bill,37358,,Committee on Housing and Neighborhood Revitalization ,,,2017-02-07
,,22,B22-0041,Permanent Bill,http://lims.dccouncil.us/Download/37197/B22-0041-Introduction.pdf,2017-03-10,Under Council Review,"Force of 4,200 – Police Officer Recruitment and Retention Act of 2017",Bill,37197,,Committee on Judiciary and Public Safety,,,2017-01-10
,,22,B22-0087,Permanent Bill,http://lims.dccouncil.us/Download/37290/B22-0087-Introduction.pdf,2017-03-10,Under Council Review,Elections Modernization Amendment Act of 2017,Bill,37290,,Committee on Judiciary and Public Safety,,,2017-01-24
,,22,B22-0037,Permanent Bill,http://lims.dccouncil.us/Download/37193/B22-0037-Introduction.pdf,2017-03-10,Under Council Review,Voter Address Confidentially Amendment Act of 2017,Bill,37193,,Committee on Judiciary and Public Safety,,,2017-01-10
,,22,B22-0098,Permanent Bill,http://lims.dccouncil.us/Download/37350/B22-0098-Introduction.pdf,2017-03-10,Withdrawn,Digital Sign Display Limitation Regulation Amendment Act of 2017,Bill,37350,,Committee of the Whole,,,2017-02-07
,,22,B22-0092,Permanent Bill,http://lims.dccouncil.us/Download/37319/B22-0092-Introduction.pdf,2017-03-10,Under Council Review,Short-term Rental Regulation and Affordable Housing Protection Act of 2017,Bill,37319,,Committee of the Whole,,,2017-01-31
,,22,B22-0057,Permanent Bill,http://lims.dccouncil.us/Download/37248/B22-0057-Introduction.pdf,2017-03-10,Under Council Review,"Closing of a Public Alley in Square 2960, S.O. 15-53893, Act of 2017",Bill,37248,,Committee of the Whole,,,2017-01-17
,,22,B22-0015,Permanent Bill,http://lims.dccouncil.us/Download/37170/B22-0015-Introduction.pdf,2017-03-10,Under Council Review,"Closing of a Public Alley in Square 653, S.O. 15-26384, Act of 2017",Bill,37170,,Committee of the Whole,,,2017-01-09
,,22,RC22-0028,Other,http://lims.dccouncil.us/Download/37638/RC22-0028-Introduction.pdf,2017-03-09,Under Council Review,"Correspondence from Office of the People's Counsel – Report for FY 2013 on Agency Fund Deposits, Disbursements and Contracts",Report,37638,,,,,2017-03-09
,,22,RC22-0026,Other,http://lims.dccouncil.us/Download/37635/RC22-0026-Introduction.pdf,2017-03-09,Under Council Review,Correspondence from the Mayor – Assessment of Streetcar Propulsion Technology,Report,37635,,,,,2017-03-08
,,22,RC22-0027,Other,http://lims.dccouncil.us/Download/37636/RC22-0027-Introduction.pdf,2017-03-09,Under Council Review,Correspondence from DOES - First Source Employment Agreement Program Semiannual Report,Report,37636,,,,,2017-03-08
,,22,IG22-0012,Inspector General,http://lims.dccouncil.us/Download/37637/IG22-0012-Introduction.pdf,2017-03-09,Under Council Review,"The Office of the Inspector General submits the final report entitled ""University of the District of Columbia Special Evaluation of the Office of Contracting and Procurement""",Report,37637,,,,,2017-03-09
,,22,AG22-0003,Agenda,http://lims.dccouncil.us/Download/37634/AG22-0003-Agenda.pdf,2017-03-09,Under Council Review,THIRD LEGISLATIVE MEETING,Agenda,37634,,,,,2017-03-07
,2017-03-19,22,CA22-0039,Contract,http://lims.dccouncil.us/Download/37609/CA22-0039-Introduction.pdf,2017-03-09,Deemed Approved,Proposed contract to exercise Option Year 2 with Sustainable Facilities Management Services,Contract,37609,,Retained by the Council,,Approved,2017-03-08
,,22,B22-0101,Permanent Bill,http://lims.dccouncil.us/Download/37354/B22-0101-Introduction.pdf,2017-03-08,Under Council Review,Local Business Support Amendment Act of 2017,Bill,37354,,Committee on Business and Economic Development,,,2017-02-07
,,22,B22-0117,Permanent Bill,http://lims.dccouncil.us/Download/37421/B22-0117-Introduction.pdf,2017-03-08,Under Council Review,Walter Alley Designation Act of 2017,Bill,37421,,Committee of the Whole,,,2017-02-14
,,22,B22-0118,Permanent Bill,http://lims.dccouncil.us/Download/37424/B22-0118-Introduction.pdf,2017-03-08,Under Council Review,Department of Motor Vehicles Reciprocity Amendment Act of 2017 ,Bill,37424,,Committee on Transportation and the Environment,,,2017-02-10
,,22,B22-0116,Permanent Bill,http://lims.dccouncil.us/Download/37388/B22-0116-Introduction.pdf,2017-03-08,Under Council Review,Brishell Jones Way Designation Act of 2017,Bill,37388,,Committee of the Whole,,,2017-02-08
,,22,B22-0029,Permanent Bill,http://lims.dccouncil.us/Download/37185/B22-0029-Introduction.pdf,2017-03-08,Under Council Review,Childhood Lead Exposure Prevention Amendment Act of 2017,Bill,37185,,Committee on Transportation and the Environment and Committee on Education,,,2017-01-10
,,22,HR22-0009,Oversight Hearing Record,,2017-03-08,Under Council Review,"Performance Oversight Hearing: Office of Labor Relations and Collective Bargaining, Department of Human Resources, Office of Risk Management",Oversight Hearing Record,37608,,Committee on Labor and Workforce Development,,,2017-03-01
,,22,HR22-0008,Oversight Hearing Record,,2017-03-08,Under Council Review,"Performance Oversight Hearing: Mayor's Office of Veterans Affairs, Serve DC, Mayor's Office of Religious Affairs, Mayor's Office on Women's Policy and Initiatives, Mayor's Office of Gay, Lesbian, Bisexual, Transgender, and Questioning Affairs, Mayor's Office of Asian and Pacific Islanders Affairs, Mayor's Office on African Affairs, Mayor's Office on African American Affairs, Commission on Fathers, Men, and Boys, Mayor's Office of Latino Affairs, Office of Public-Private Partnerships",Oversight Hearing Record,37607,,Committee on Government Operations,,,2017-02-24
,,22,HR22-0007,Oversight Hearing Record,,2017-03-08,Under Council Review,Performance Oversight Hearing: Office of the Chief technology Officer,Oversight Hearing Record,37606,,Committee on Government Operations,,,2017-02-28
,2017-05-31,22,PR22-0126,Proposed Resolution,http://lims.dccouncil.us/Download/37451/PR22-0126-Introduction.pdf,2017-03-08,Withdrawn,District of Columbia Water and Sewer Authority Board of Directors Maria Powell Confirmation Resolution of 2017,Resolution,37451,,Committee on Transportation and the Environment,,Disapproved,2017-02-15
,,22,B22-0133,Permanent Bill,http://lims.dccouncil.us/Download/37489/B22-0133-Introduction.pdf,2017-03-06,Under Council Review,Universal Paid Leave Compensation for Workers Amendment Act of 2017,Bill,37489,,Committee of the Whole,,,2017-02-21
,,22,IG22-0008,Inspector General,http://lims.dccouncil.us/Download/37563/IG22-0008-Introduction.pdf,2017-03-06,Under Council Review,"Unemployment Compensation Fund: Financial Statements ad Management's Discussion and Analysis (with Report of Independent Public Accountants) for Fiscal Years Ended September 30, 2016 and 2015",Report,37563,,,,,2017-03-06
,,22,IG22-0009,Inspector General,http://lims.dccouncil.us/Download/37564/IG22-0009-Introduction.pdf,2017-03-06,Under Council Review,"University of the District of Columbia: Financial Statements and Management's Discussion and Analysis (with Report of Independent Public Accountants) for Fiscal Years Ended September 30, 2016 and 2015",Report,37564,,,,,2017-03-06
,,22,IG22-0010,Inspector General,http://lims.dccouncil.us/Download/37565/IG22-0010-Introduction.pdf,2017-03-06,Under Council Review,"Washington Convention and Sports Authority: Financial Statements and Management's Discussion and Analysis (with Report of Independent Public Accountants) for Fiscal Years Ended September 30, 2016 and 2015",Report,37565,,,,,2017-03-06
,,22,IG22-0011,Inspector General,http://lims.dccouncil.us/Download/37566/IG22-0011-Introduction.pdf,2017-03-06,Under Council Review,"District of Columbia Retirement Board: Financial Statements and Management's Discussion and Analysis (with Report of Independent Public Accountants) for Fiscal Years Ended September 30, 2016 and 2015",Report,37566,,,,,2017-03-06
,2017-03-20,22,GBM22-0019,Grant Budget Modification,http://lims.dccouncil.us/Download/37568/GBM22-0019-Introduction.pdf,2017-03-06,Deemed Approved,"FY 2017 Grant Budget Modifications of February 17, 2017",Grant Budget Modification,37568,,Retained by the Council,,Approved,2017-03-03
,2017-03-20,22,GBM22-0020,Grant Budget Modification,http://lims.dccouncil.us/Download/37569/GBM22-0020-Introduction.pdf,2017-03-06,Deemed Approved,"FY 2017 Grant Budget Modifications of February 23, 2017",Grant Budget Modification,37569,,Retained by the Council,,Approved,2017-03-03
,2017-03-21,22,GBM22-0021,Grant Budget Modification,http://lims.dccouncil.us/Download/37570/GBM22-0021-Introduction.pdf,2017-03-06,Deemed Approved,"FY 2017 Grant Budget Modifications of February 21, 2017",Grant Budget Modification,37570,,Retained by the Council,,Approved,2017-03-06
,2017-04-19,22,CA22-0038,Contract,http://lims.dccouncil.us/Download/37571/CA22-0038-Introduction.pdf,2017-03-06,Under Council Review,Proposed Multi-Year contract between the District of Columbia Housing Authority (DCHA) and The Langdon Apartments Affordable Company LLC,Contract,37571,,Retained by the Council,,Disapproved,2017-03-03
,,22,B22-0119,Permanent Bill,http://lims.dccouncil.us/Download/37457/B22-0119-Introduction.pdf,2017-03-06,Under Council Review,Reserve Fund Improvement Amendment Act of 2017,Bill,37457,,Committee of the Whole,,,2017-02-07
,,22,B22-0136,Permanent Bill,http://lims.dccouncil.us/Download/37514/B22-0136-Introduction.pdf,2017-03-06,Under Council Review,Comprehensive Code of Conduct of the District of Columbia Establishment and BEGA Amendment Act of 2017,Bill,37514,,Committee on Judiciary and Public Safety,,,2017-02-28
,,22,B22-0120,Permanent Bill,http://lims.dccouncil.us/Download/37458/B22-0120-Introduction.pdf,2017-03-06,Under Council Review,Public Use of Public Buildings Amendment Act of 2017,Bill,37458,,Committee on Transportation and the Environment,,,2017-02-07
,,22,PR22-0137,Proposed Resolution,http://lims.dccouncil.us/Download/37496/PR22-0137-Introduction.pdf,2017-03-06,Under Council Review,Public Charter School Board Stephen Bumbaugh Confirmation Resolution of 2017,Resolution,37496,,Committee on Education,,,2017-02-23
,2017-05-01,22,PR22-0136,Proposed Resolution,http://lims.dccouncil.us/Download/37495/PR22-0136-Introduction.pdf,2017-03-06,Under Council Review,Board of Barber and Cosmetology Mr.  Isaac Colon Confirmation Resolution of 2017,Resolution,37495,,Committee on Business and Economic Development,,Approved,2017-02-22
,,22,PR22-0135,Proposed Resolution,http://lims.dccouncil.us/Download/37494/PR22-0135-Introduction.pdf,2017-03-06,Under Council Review,Food Policy Council Alexandra Ashbrook Confirmation Resolution of 2017,Resolution,37494,,Committee on Transportation and the Environment,,,2017-02-22
,,22,PR22-0134,Proposed Resolution,http://lims.dccouncil.us/Download/37493/PR22-0134-Introduction.pdf,2017-03-06,Under Council Review,Food Policy Council Tambra Raye Stevenson Confirmation Resolution of 2017,Resolution,37493,,Committee on Transportation and the Environment,,,2017-02-22
,,22,PR22-0133,Proposed Resolution,http://lims.dccouncil.us/Download/37492/PR22-0133-Introduction.pdf,2017-03-06,Under Council Review,Food Policy Council Caesar Layton Confirmation Resolution of 2017,Resolution,37492,,Committee on Transportation and the Environment,,,2017-02-22
,,22,PR22-0132,Proposed Resolution,http://lims.dccouncil.us/Download/37491/PR22-0132-Introduction.pdf,2017-03-06,Under Council Review,Food Policy Council Christopher Bradshaw Confirmation Resolution of 2017,Resolution,37491,,Committee on Transportation and the Environment,,,2017-02-22
,,22,PR22-0131,Proposed Resolution,http://lims.dccouncil.us/Download/37490/PR22-0131-Introduction.pdf,2017-03-06,Under Council Review,Food Policy Council Eric Kessler Confirmation Resolution of 2017,Resolution,37490,,Committee on Transportation and the Environment,,,2017-02-22
,2017-04-08,22,PR22-0129,Proposed Resolution,,2017-03-06,Under Council Review,Commission on Asian and Pacific Islander Community Development Jennifer Hara Confirmation Resolution of 2017,Resolution,37484,,Committee on Government Operations,,Approved,2017-02-17
,2017-06-01,22,PR22-0128,Proposed Resolution,http://lims.dccouncil.us/Download/37483/PR22-0128-Introduction.pdf,2017-03-06,Under Council Review,Director of the Department of Employment Services Odie Donald Confirmation Resolution of 2017,Resolution,37483,,Committee on Labor and Workforce Development,,Approved,2017-02-17
,,22,B22-0114,Congressional Review Emergency Bill,http://lims.dccouncil.us/Download/37369/B22-0114-Introduction.pdf,2017-03-06,Enacted,"H Street, N.E., Retail Priority Area Clarification Congressional Review Emergency Amendment Act of 2017",Bill,37369,,Retained by the Council,A22-0017,,2017-02-07
,,22,B22-0093,Emergency Bill,http://lims.dccouncil.us/Download/37331/B22-0093-Introduction.pdf,2017-03-06,Enacted,Modifications to Contract No. DCJM-2013-H-0007-02 with St. John's Community Services Approval and Payment Authorization Emergency Act of 2017,Bill,37331,,Retained by the Council,A22-0016,,2017-02-01
,,22,B22-0090,Congressional Review Emergency Bill,http://lims.dccouncil.us/Download/37316/B22-0090-Introduction.pdf,2017-03-06,Enacted,Public School Nurse Assignment Congressional Review Emergency Amendment Act of 2017,Bill,37316,,Retained by the Council,A22-0015,,2017-02-02
,,22,B22-0089,Emergency Bill,http://lims.dccouncil.us/Download/37305/B22-0089-Introduction.pdf,2017-03-06,Enacted,"Modifications to Human Care Agreement No. DCRL-2013-H-0039C with PSI Family Services, Inc. Approval and Payment Authorization Emergency Act of 2017",Bill,37305,,Retained by the Council,A22-0014,,2017-01-23
,,22,B22-0088,Emergency Bill,http://lims.dccouncil.us/Download/37303/B22-0088-Introduction.pdf,2017-03-06,Enacted,"Modifications to Human Care Agreement No. DCRL-2013-H-0039O with PSI Family Services, Inc. Approval and Payment Authorization Emergency Act of 2017",Bill,37303,,Retained by the Council,A22-0013,,2017-01-23
,,22,B22-0069,Emergency Bill,http://lims.dccouncil.us/Download/37269/B22-0069-Introduction.pdf,2017-03-06,Enacted,"Modifications to Human Care Agreement No. DCRL-2013-H-0039I with Seraaj Family Homes, Inc. Approval and Payment Authorization Emergency Act of 2017",Bill,37269,,Retained by the Council,A22-0012,,2017-01-23
,,22,B22-0058,Emergency Bill,http://lims.dccouncil.us/Download/37250/B22-0058-Introduction.pdf,2017-03-06,Enacted,Contract No. CFOPD-14-C-031 Extension Approval and Payment Authorization Emergency Act of 2017,Bill,37250,,Retained by the Council,A22-0011,,2017-01-18
,,22,B22-0055,Emergency Bill,http://lims.dccouncil.us/Download/37245/B22-0055-Introduction.pdf,2017-03-06,Enacted,Modification to Contract No. DCJM-2016 E-0002 with Liberty Healthcare Corporation Approval and Payment Authorization Emergency Act of 2017,Bill,37245,,Retained by the Council,A22-0010,,2017-01-13
,,22,B22-0011,Emergency Bill,http://lims.dccouncil.us/Download/37166/B22-0011-Introduction.pdf,2017-03-06,Enacted,Modifications to Contract No. DCJM-2014-C-0019 with Georgetown University Approval and Payment Authorization Emergency Act of 2017,Bill,37166,,Retained by the Council,A22-0009,,2017-01-04
,,22,B22-0113,Emergency Bill,http://lims.dccouncil.us/Download/37367/B22-0113-Introduction.pdf,2017-03-06,Enacted,Extreme Weather Protection for Animals Emergency Amendment Act of 2017,Bill,37367,,Retained by the Council,A22-0008,,2017-02-07
,,22,RC22-0025,Other,http://lims.dccouncil.us/Download/37557/RC22-0025-Introduction.pdf,2017-03-03,Under Council Review,Correspondence from the Mayor - The Fiscal Year 2016 Annual Report District of Columbia Office of Public-Private Partnerships,Report,37557,,,,,2017-03-03
,,22,RC22-0024,Other,http://lims.dccouncil.us/Download/37556/RC22-0024-Introduction.pdf,2017-03-03,Under Council Review,"Correspondence from the Mayor - WIC Policy No. 2013.009, Change 2 Eligible Training Providers",Report,37556,,,,,2017-03-03
,,22,RC22-0023,Other,http://lims.dccouncil.us/Download/37555/RC22-0023-Introduction.pdf,2017-03-03,Under Council Review,Correspondence from the Mayor - OVSJG Private Security Camera Incentive Program,Report,37555,,,,,2017-03-03
,2017-03-20,22,REPROG22-0027,Reprogramming,http://lims.dccouncil.us/Download/37554/REPROG22-0027-Introduction.pdf,2017-03-03,Deemed Approved,"Request to reprogram $94,111,227 of Federal Capital Funds, $21,900,000 of Highway Trust Funds, and $3,627,920 from Highway Trust Funds to Non-Participating Funds budget authority and allotment within the District Department of Transportation (DDOT)",Reprogramming,37554,,Retained by the Council,,Approved,2017-03-03
,,22,RC22-0022,Other,http://lims.dccouncil.us/Download/37553/RC22-0022-Introduction.pdf,2017-03-03,Under Council Review,Correspondence from the Mayor - DHCD FY 2015 Housing Production Trust Fund Annual Report and the Affordable Housing Production Report,Report,37553,,,,,2017-03-03
,2017-03-20,22,REPROG22-0026,Reprogramming,http://lims.dccouncil.us/Download/37552/REPROG22-0026-Introduction.pdf,2017-03-03,Deemed Approved,"Request to reprogram $2,591,608 of Capital funds budget authority and allotment within the District Department of Transportation (DDOT)",Reprogramming,37552,,Retained by the Council,,Approved,2017-03-03
,2017-03-20,22,REPROG22-0025,Reprogramming,http://lims.dccouncil.us/Download/37551/REPROG22-0025-Introduction.pdf,2017-03-03,Deemed Approved,"Request to reprogram $965,856 of Local Capital funds budget authority and allotment within the District Department of Transportation (DDOT)",Reprogramming,37551,,Retained by the Council,,Approved,2017-03-03
,,22,RC22-0021,Other,http://lims.dccouncil.us/Download/37550/RC22-0021-Introduction.pdf,2017-03-03,Under Council Review,Correspondence from the Mayor - DOES Worker's Compensation Program Annual Report Fiscal Year 2016,Report,37550,,,,,2017-03-03
,2017-03-20,22,REPROG22-0024,Reprogramming,http://lims.dccouncil.us/Download/37549/REPROG22-0024-Introduction.pdf,2017-03-03,Deemed Approved,"Request to reprogram $77,000 of Pay-As-You-Go (Paygo) Capital Funds budget authority and allotment from the Department of General Services (DGS) to the Local funds budget of DGS",Reprogramming,37549,,Retained by the Council,,Approved,2017-03-03
,2017-03-20,22,REPROG22-0023,Reprogramming,http://lims.dccouncil.us/Download/37548/REPROG22-0023-Introduction.pdf,2017-03-03,Deemed Approved,"Request to reprogram $485,000 of Capital funds budget authority and allotment from various agencies to the Office of Unified Communication (OUC)",Reprogramming,37548,,Retained by the Council,,Approved,2017-03-03
,2017-03-20,22,REPROG22-0022,Reprogramming,http://lims.dccouncil.us/Download/37547/REPROG22-0022-Introduction.pdf,2017-03-03,Deemed Approved,"Request to reprogram $200,000 of Pay-As-You-Go (Paygo) Capital Funds budget authority and allotment from the Washington Metropolitan Area Transit Authority (WMATA) to the Local funds budget of the District of Columbia Office of Zoning (DCOZ)",Reprogramming,37547,,Retained by the Council,,Approved,2017-03-03
,,22,B22-0062,Permanent Bill,http://lims.dccouncil.us/Download/37258/B22-0062-Introduction.pdf,2017-03-03,Under Council Review,Health Literacy Council Establishment Act of 2017,Bill,37258,,Committee on Health and Committee on Education,,,2017-01-10
,,22,B22-0027,Permanent Bill,http://lims.dccouncil.us/Download/37183/B22-0027-Introduction.pdf,2017-03-03,Under Council Review,Public School Health Services Amendment Act of 2017,Bill,37183,,Committee on Education,,,2017-01-10
,2017-05-31,22,PR22-0109,Proposed Resolution,http://lims.dccouncil.us/Download/37433/PR22-0109-Introduction.pdf,2017-03-03,Under Council Review,Commission on Arts and Humanities Lawrence Green Confirmation Resolution of 2017,Resolution,37433,,Committee on Finance and Revenue,,Disapproved,2017-02-10
,2017-05-31,22,PR22-0124,Proposed Resolution,http://lims.dccouncil.us/Download/37449/PR22-0124-Introduction.pdf,2017-03-03,Under Council Review,Washington Convention and Sports Authority Board of Directors Denise Rolark Barnes Confirmation Resolution of 2017,Resolution,37449,,Committee on Finance and Revenue,,Disapproved,2017-02-15
,,22,HR22-0006,Oversight Hearing Record,,2017-03-03,Under Council Review,"Performance Oversight Hearing: Office of Administrative Hearings, Office of the Inspector General, Public Access Corporation",Oversight Hearing Record,37546,,Committee on Government Operations,,,2017-02-23
,,22,HR22-0005,Oversight Hearing Record,,2017-03-03,Under Council Review,Performance Oversight Hearing: Office of the Secretary of the District of Columbia,Oversight Hearing Record,37545,,Committee on Government Operations,,,2017-02-17
,,22,HR22-0004,Oversight Hearing Record,,2017-03-03,Under Council Review,"Performance Oversight Hearing: Executive Office of the Mayor, Office of the City Administrator, Office of the Senior Advisor, Mayor's Office of Legal Counsel",Oversight Hearing Record,37544,,Committee on Government Operations,,,2017-02-27
,2017-02-25,22,PR22-0061,Proposed Resolution,http://lims.dccouncil.us/Download/37158/PR22-0061-Introduction.pdf,2017-03-03,Deemed Approved,Board of Real Estate Appraisers Andrew Sullivan Confirmation Resolution of 2017,Resolution,37158,,Committee on Housing and Neighborhood Revitalization ,,Approved,2017-01-04
,2017-02-25,22,PR22-0058,Proposed Resolution,http://lims.dccouncil.us/Download/37154/PR22-0058-Introduction.pdf,2017-03-03,Deemed Approved,Commission on African Affairs Ms. Abeba Taddese Confirmation Resolution of 2017,Resolution,37154,,Committee on Government Operations,,Approved,2017-01-04
,2017-02-25,22,PR22-0055,Proposed Resolution,http://lims.dccouncil.us/Download/37151/PR22-0055-Introduction.pdf,2017-03-03,Deemed Approved,Board of Long-Term Care Administration Keysha Dale Confirmation Resolution of 2017,Resolution,37151,,Committee on Health,,Approved,2017-01-04
,2017-02-25,22,PR22-0054,Proposed Resolution,http://lims.dccouncil.us/Download/37150/PR22-0054-Introduction.pdf,2017-03-03,Deemed Approved,Board of Occupational Therapy Frank Gainer Confirmation Resolution of 2017,Resolution,37150,,Committee on Health,,Approved,2017-01-04
,2017-02-25,22,PR22-0050,Proposed Resolution,http://lims.dccouncil.us/Download/37146/PR22-0050-Introduction.pdf,2017-03-03,Deemed Approved,Board of Industrial Trades Michael Dalton Confirmation Resolution of 2017,Resolution,37146,,Committee on Business and Economic Development,,Approved,2017-01-04
,2017-02-25,22,PR22-0049,Proposed Resolution,http://lims.dccouncil.us/Download/37145/PR22-0049-Introduction.pdf,2017-03-03,Deemed Approved,Board of Industrial Trades Raleigh Heyward Confirmation Resolution of 2017,Resolution,37145,,Committee on Business and Economic Development,,Approved,2017-01-04
,2017-02-25,22,PR22-0048,Proposed Resolution,http://lims.dccouncil.us/Download/37144/PR22-0048-Introduction.pdf,2017-03-03,Deemed Approved,Board of Industrial Trades Alex Lemu Confirmation Resolution of 2017,Resolution,37144,,Committee on Business and Economic Development,,Approved,2017-01-04
,2017-02-25,22,PR22-0047,Proposed Resolution,http://lims.dccouncil.us/Download/37143/PR22-0047-Introduction.pdf,2017-03-03,Deemed Approved,Board of Dentistry John R. Bailey Confirmation Resolution of 2017,Resolution,37143,,Committee on Health,,Approved,2017-01-04
,2017-02-22,22,PR22-0024,Proposed Resolution,http://lims.dccouncil.us/Download/37107/PR22-0024-Introduction.pdf,2017-03-03,Deemed Approved,Emergency Medical Services Regulations Amendment Approval Resolution of 2016,Resolution,37107,,Committee on Judiciary and Public Safety,,Approved,2017-01-02
,,22,PR22-0103,Emergency Declaration Resolution,http://lims.dccouncil.us/Download/37366/PR22-0103-Introduction.pdf,2017-03-02,Approved,Extreme Weather Protection for Animals Emergency Declaration Resolution of 2017,Resolution,37366,,Retained by the Council,R22-0027,,2017-02-07
,,22,PR22-0092,Emergency Declaration Resolution,http://lims.dccouncil.us/Download/37330/PR22-0092-Introduction.pdf,2017-03-02,Approved,Modifications to Contract No. DCJM-2013-H-0007-02 with St. John's Community Services Approval and Payment Authorization Emergency Declaration Resolution of 2017,Resolution,37330,,Retained by the Council,R22-0026,,2017-02-01
